,Maisie Peters,神様、僕は気づいてしまった,Dustin O'Halloran,ABIR,Stevie Wonder,めと,Magnate & Valentino,John Mayall,Lovey,Sofi de la Torre,方雅贤,玉米照相馆,Paramore,B'z,Halsey,Choi Nakta,Fenne Lily,David Nail,Bebe Rexha,Alvin Lee,燕池,Somkiat,RIKKI,Arden Cho,Tessa Violet,Jean-Francois Maljean,Glen Hansard,The Kinks,Alex Sensation,Chris Lane,J_ust,Cody Johnson,In Love With A Ghost,池田綾子,Max Oazo,狐の工作室,折戸伸治,杨宗纬,Sufjan Stevens,唐建平,M.Graveyard,Clean Bandit,范晓萱,Carla,ABREU,DJ Nelson,Timirage,Rhian Sheehan,Kaskade,소각소각,Ta-Ku,王心凌,Blush ,蔡琴,Joe Bonamassa,王二妮,张鉴庭,New Found Glory,RÜFÜS DU SOL,Da-little,The Nature Sounds Society Japan,Olivia O'Brien,Pascal Letoublon,Fall Out Boy,Virtual Riot,能登麻美子,이푸름,Stay Go Day Day,Alexis & Fido,Fayzz,郑承焕,HIDDN,范蓁蓁,巫娜,Monica Mancini,this could be us,Kim Cesarion,BACK-ON,Tamas Wells,Mr.Children,みかん箱,雪野五月,Pink Floyd,Talulah Gosh,AniFace,贺国丰,Brett Young,Ana Guerra,Sehwa,BrotherSu,Zella Day,スピッツ,Luy.B,虻川治,Frente!,文武贝,松本文紀,母里治樹,Eva,傅许,Lil Lotus,Honey Pot,Safeplanet,GLAY,ヲタみん,PAXCHILD,Chris Stapleton,林俊杰,Alan Walker,dodie,ハンバート ハンバート,田馥甄,Daanii,Elements Garden,Schroeder-Headz,vassh,Peak A Soul+,Taking Back Sunday,Daniela Andrade,Ookay,Vice,张芸京,金昭熙,Morgan Wallen,Rookie of the Year,Why Don't We,Iron & Wine,Peter Jeremias,小野リサ,挪威森林,FIELD OF VIEW,Lana Del Rey,Besweet,Charli XCX,Sofi Tukker,Dave Meniketti,โคตรยิ้ม,延近輝之,Slushii,黑凡斯,Kim Taylor,Final State,三亩地,Peter White,爱蔻·丁妮,薛筱卿,Leandro Da Silva,Yandel,DeadForest,Vicetone,王若琳,Gryffin,Buddy Guy,詩月カオリ,SPANK PAGE,Nicky Jam,松本晃彦,Clémentine,Laura Fygi,whtlook,Ryan Gosling,Raveena,ぼくのりりっくのぼうよみ,尚先生,司徒嘉伟,Mi-Yu,Inspirative,蒋月泉,The Used,Jacoo,riya,郝云,Fleurie,Ashram,朱雪琴,Ólafur Arnalds,euphoria,Princess Princess,The Kooks,temp.,Florida Georgia Line,Mahalia,Leona Lewis,方大同,周蕙,Hawthorne Heights,LANCO,Jimmie Allen,Marala,Loudness,The Ori Naftaly Band,MANYO,Queen,电鸟个灯泡,Towy,布瑞吉Bridge,王菲,Malene Mortensen,Luna Shadows,Teleman,sun.set,Sabrina Claudio,Supercell,林宥嘉,紫竹笛韵,AGA,Sugar Analog,BAAD,電気グルーヴ,Victor Crone,Anberlin,Alyssa Reid,张敬轩,$唐老师,谭维维,U-Hee,周翠玲,信乐团,Jiaye,许志安,HOPE-T,盛小云,Eddie Vedder,CATVLYST,Eddy Kim,岚aya,灵空GTech,FJORDNE,詹伟杰,许茹芸,Julie Bergan,Carla Bruni,Karen Souza,Rudimental,Sylvain Chauveau,吴梦奇,西皮士,Ra.D,David Bowie,Reykon,future james,JUBI,Chris Thomas King,松田彬人,Jane XØ,Desktop Error,Rodriguez Jr.,↑THE HIGH-LOWS↓,折倉俊則,Nyte,H.B STUDIO,Legarda,Julie Peel,YEW,F.I.R.,hakaisu,Faith Hill,Sheppard,花たん,侯莉君,THE YELLOW MONKEY,ZYYG,Craig David,sumika,Discent,Jess Glynne,Pajaro Sunrise,SHY Martin,紫夜黑海,Sleep2.,Phum Viphurit,nov,David Guetta,Jory Boy,Teddy Thompson,Bandari,赵可,Nodiction,ヘクとパスカル,elijah who,HAPPY BIRTHDAY,新乐府,胡琳,Blur,Wells,李泉,Sibewest,刘念鸿,She's,Halie Loren,Stacey Kent & Jim Tomlinson,Cale Dodds,Brand New,oilcolor,朱琳,Adam Levine,J Balvin,Fabrizio Paterlini,The Get Up Kids,ZARD,赵英俊,侧田,Joanne Shaw Taylor,ZHI16,Coco Montoya,润土,王三溥,LUNA SEA,神山純一,Ronan Keating,matt finnegan,阿宝,刘若英,陶喆,Monomania,来夢緑,张秀娥,AFI,郭采洁,Sakura.Y,安瀬聖,Cole Swindell,五月天,The Vaccines,Motorama,Luke Combs,the tumbled sea,陈其钢,Happy End,Christina Aguilera,Dan + Shay,光良,Haley Bennett,李志辉,Yellow Claw,Headhunterz,杭天琪,飞轮海,Jinco,Ludovico Einaudi,Stonefox,Shirfine,The Beatles,달콤,Ozuna,Frances,Nyno Vargas,BEAUZ,Folk9,Boys Age,ENE,上北健,Silk City,董沁,Andy Rivera,Bizzey,米倉千尋,陈奕迅,BUCK-TICK,Meiko,T R Λ P C O D E,Kelly Clarkson,X JAPAN,keshi,Musketeers,Clairo,Isaac Shepard,Who r u?,A Veil Of Water,Charlie Puth,才洲少年,やなぎなぎ,脸红的思春期,大冢爱,樋口秀樹,押尾コータロー,张心柔,Sia, Fred De Palma,Moderndog,J.J. Cale,イエロー・マジック・オーケストラ,Epic Score,IU,Elle Vee,Mighty Mo Rodgers,Neon Hitch,Ryan Griffin,電波少女,SNBRN,TAEK,Nat King Cole,Ferry Corsten,Anne-Marie,Nologo,MoreanP,Ive Mendes,Jason Mraz,李圣杰,EDX,Nick Fradiani,灰澈,Milt Gabler,Josh Gracin,George Benson,Patrick Baker,Vansire,Sam Smith,曹格,Akie秋绘,Demi Lovato,Nora En Pure,林海,エレファントカシマシ,BTS (防弹少年团),Celebities Owls,Supersub,尚雯婕,萧亚轩,Electus,サザンオールスターズ,Lionel Richie,朱慧珍,Heuse,西坂恭平,Shy Sharity,Dua Lipa,高晓松,drones,The Weeknd,沈圭善,SAARA,Sammy Arriaga,The Shanghai Restoration Project,Jimmy Eat World,Yented,Silverstein,ぐるたみん,yu-yu,Ekali,足首,麻枝准,Tim McGraw,Connor,邓丽君,luvbird,Ceui,The Velvet Underground,李艺俊,The Main Level,Max Morath,蔡依林,Felix Palmqvist,Jay Sean,Parkinson White,Miguel,Indifferent Guy,이웃집 꽃순이,The Cranberries,Conro,Thomas Rhett,MANISH,Benny Benni,小柯,paris match,Tove Styrke,Robert Cray,CHILLVIBE,Active Planets,Migrate to the Ocean,Zak Abel,孙萌,藤間仁,The Chainsmokers,Manila Killa,CamelPhat,Gwyneth Herbert,张盈,Klonopin,l o k a !,黄海华,Michael Ray,Klaus Badelt,San Holo,姜文,Lindsey Ray,Cliff Richard & the Shadows,张国荣,My Chemical Romance,张建珍,Robin Spielberg,WANDS,The Cure,青春学概论,mol-74,Wave and So,小清水亜美,유용호,Matt Dusk,Angeles,Marit Larsen,藤田淳平,毛新琳,韩红,水月陵,苏秀彬,Loote,谭晶,Jason Miles,glassmoon,Orange Juice,Boøwy,eel.,黑撒,The Yers,Various Artists,Audio Machine,Boehm,Yellowcard,Picturesque,Tinsley Ellis,邱有句,周慧,多田葵,张学友,Albert Collins,Phil Everly,Eminem,オーギュスト棒,咖啡少年,Patricia Kaas,Ava Max,n-buna,Sean Hayes,Mitchell Tenpenny,River Valley Worship,秦基博,Filmore,DEPAPEPE,Buddhist Holiday,Sunlight Project,泠鸢yousa,Yo La Tengo,Katelyn Tarver,黄小琥,Ghostly Kisses,Ellie Goulding,Layra Fygi,Lick-G,Dave Greening,Damon Albarn,Audrey Hepburn,Funeral for a Friend,B.B. King,Feki,Cash Cash,Chris August,TM Network,世间满樱花,王杰,Ember Island,James Hersey,OutaMatic,HM2,illion,Saskia Bruin,高博文,彭靖惠,Gill Chang,clairo,Old Dominion,Katuchat,Clara Mae,Berlin,群星,183Club,GReeeeN,Jimmie Vaughan,Zedd,BRONCHO,イトヲカシ,陈慧娴,Saosin,王韵壹,Mrs.GREEN APPLE,四季音色,Ed Sheeran,卡西欧贝亚,Not Your Dope,Roberto Cacciapaglia,Brian Culbertson,志国夜总会,aimless,Camel,Future Islands,手嶌葵,The Velveteins,Wiz Khalifa,Shimona,KOHH,Mandy,高姗,詹昊晁,Dreamcather,ＴＲＡ＄Ｈ,SpongeBob Squarepants,Mystic Diversions,上原れな,やすとろくりーむ,胡莎莎,Clément Leroux,かんせる,志倉千代丸,杨丞琳,prima,Keala Settle,莫文蔚,Slo,龙井说唱,以莉.高露,Mija,Logan Mize,Sayuw,Funton,Dan Gibson,Riley Green,West Coast Massive,G'Night Stand,Kane Brown,Foxygen,藤田咲,park bird,孙燕姿,王崴,Mordkey,Omar Akram,THE BLUE HEARTS,川嶋あい,10cm,Sou,许冠杰,Lukas Graham,Freddie King,Blouse,忍,Sebastian Yatra,周笔畅,키스위치,ヒトリエ,つじあやの,松永あさり,최낙타, Misha Mishenko,ZZ Top,Late June,October,Celine Dion,OMFG,陈烽,Klaas,T-SQUARE,J.Bass,夜晚绽放的玫瑰,Janet Seidel,Grant Woell,Nils Frahm,Gareth Emery,水谷広実,赵学而,吉森信,许嵩,ROOK1E,Midland,赵雷,한살차이,Sasha Sloan,Slur,Morgan Evans,Janieck,グリーンボーイズ,Hello Gayoung,FoXLvis,4-ever,Calvaria,The Libertines,Neuter Lover,AK,张惠妹,Gym and Swim,The Rescues,Mike Paer,Twin Peaks,vietra,DATEKEN,韩磊,blind.scream,L'Arc〜en〜Ciel,ユニコーン,Callum McBride,梅艳芳,Marshmello,A Skylit Drive,Rebecca Tu,何芸妮,Fabled,Jking & Maximan,Mo Bugz,JayKode,Nirvana,Carpenters,霍尊,allenvee,レベッカ,諫山実生,J Alvarez,Sting,Lenka,tobyMac,J Rabbit,Maluma,살두와 마흥이,Michael Bublé,芝麻和棉花糖,雪莉,森藤晶司,久石譲,verzache ,Kimya Dawson,숨의숲,killedmyself,陈洁仪,Elton John,Freya Ridings,老狼,V.A.,ONE OK ROCK,Maty Noyes,The Vamps,梁静茹,Death Of Heather,Bruno Bavota,小语种,吉他,雷鬼,夜晚,New Age,古典,儿童,蓝调,流行,性感,影视原声,轻音乐,运动,工作,另类/独立,华语,说唱,网络歌曲,民谣,翻唱,器乐,韩语,游戏,Bossa Nova,午休,清晨,ACG,伤感,电子,乡村,爵士,朋克,short,mid,long
倒带,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
阴天,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
